year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2019,Mason Plumlee,2488653,mason-plumlee,C,DEN,active,82.0,21.109756,3.0731707,2.0,2.0,1.0,9.0,0.0,1731.0,524.0,252.0,6.390244,7.768293,3.195122,5.390244,59.27600097656251,0.024390243,0.12195122,20.000000298023224,1.3536586,2.4146342,56.0610008239746,2.9634147,1.5365853,637.0,262.0,442.0,2.0,10.0,111.0,198.0,243.0,126.0,0.80487806,0.9268293,66.0,76.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,89,"$14,041,096","7' 0""",254 lbs
2020,Mason Plumlee,2488653,mason-plumlee,C,DEN,active,61.0,17.32787,2.3442624,1.0,0.0,0.0,2.0,0.0,1057.0,317.0,143.0,5.196721,7.163934,2.9016395,4.7213116,61.45800018310547,0.0,0.08196721,0.0,1.3606558,2.5409837,53.54800033569336,2.5245903,1.3442622,437.0,177.0,288.0,0.0,5.0,83.0,155.0,154.0,82.0,0.5409836,0.6229508,33.0,38.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,159,"$8,000,000","7' 0""",254 lbs
2021,Mason Plumlee,2488653,mason-plumlee,C,DET,active,56.0,26.767857,3.3214285,1.0,0.0,0.0,16.0,2.0,1499.0,519.0,186.0,9.267858,10.375,4.178571,6.803571,61.41699981689454,0.0,0.125,0.0,2.017857,3.017857,66.86399841308594,3.607143,1.875,581.0,234.0,381.0,0.0,7.0,113.0,169.0,202.0,105.0,0.76785713,0.89285713,43.0,50.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,134,"$9,248,333","7' 0""",254 lbs
2022,Mason Plumlee,2488653,mason-plumlee,C,CHA,active,73.0,24.561644,3.0684931,0.0,4.0,0.0,7.0,0.0,1793.0,565.0,224.0,7.739726,6.5342464,2.8082192,4.3835616,64.06300354003906,0.0,0.02739726,0.0,0.91780823,2.3424656,39.180999755859375,3.0958905,1.369863,477.0,205.0,320.0,0.0,2.0,67.0,171.0,226.0,100.0,0.8356164,0.7123288,61.0,52.0,Center,3/5/1990 (33),Duke,"2013: Rd 1, Pk 22 (BKN)","Fort Wayne, IN",LA Clippers,9th Season,145,"$9,080,417","7' 0""",254 lbs
2014,Matthew Dellavedova,2489716,matthew-dellavedova,PG,CLE,active,72.0,17.652779,1.6805556,0.0,1.0,0.0,3.0,0.0,1271.0,123.0,121.0,1.7083334,4.7083335,1.6944444,4.111111,41.21599960327149,0.7916667,2.1527777,36.77419424057007,0.5277778,0.6666667,79.16699981689453,2.5833333,0.8333333,339.0,122.0,296.0,57.0,155.0,38.0,48.0,186.0,60.0,0.45833334,0.06944445,33.0,5.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,424,"$816,482","6' 3""",200 lbs
2015,Matthew Dellavedova,2489716,matthew-dellavedova,PG,CLE,active,67.0,20.597015,2.2686567,0.0,0.0,0.0,2.0,0.0,1380.0,126.0,152.0,1.880597,4.761194,1.6567165,4.5820894,36.15599822998047,1.0149254,2.4925373,40.71856141090393,0.43283582,0.5671642,76.31600189208984,3.0447762,0.9104478,319.0,111.0,307.0,68.0,167.0,29.0,38.0,204.0,61.0,0.35820895,0.029850746,24.0,2.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,335,"$1,147,276","6' 3""",200 lbs
2016,Matthew Dellavedova,2489716,matthew-dellavedova,PG,CLE,active,76.0,24.56579,2.3421052,3.0,0.0,0.0,1.0,0.0,1867.0,162.0,178.0,2.131579,7.486842,2.7236843,6.7236843,40.50899887084961,1.2894737,3.1447368,41.00418388843536,0.75,0.8684211,86.36399841308594,4.4342103,1.5263158,569.0,207.0,511.0,98.0,239.0,57.0,66.0,337.0,116.0,0.57894737,0.118421055,44.0,9.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,111,"$9,607,500","6' 3""",200 lbs
2017,Matthew Dellavedova,2489716,matthew-dellavedova,PG,MIL,active,76.0,26.131578,2.0131578,0.0,1.0,0.0,0.0,0.0,1986.0,146.0,153.0,1.9210526,7.5921054,2.7368422,7.0263157,38.95100021362305,1.0394737,2.8421052,36.57407462596893,1.0789474,1.2631578,85.41699981689453,4.6973686,1.75,577.0,208.0,534.0,79.0,216.0,82.0,96.0,357.0,133.0,0.69736844,0.0,53.0,0.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,123,"$9,607,500","6' 3""",200 lbs
2018,Matthew Dellavedova,2489716,matthew-dellavedova,PG,MIL,active,38.0,18.736841,1.7631578,1.0,0.0,1.0,0.0,0.0,712.0,64.0,67.0,1.6842105,4.3157897,1.4473684,4.0,36.18399810791016,0.7631579,2.0526316,37.17948794364929,0.65789473,0.7105263,92.59300231933594,3.8157895,1.2894737,164.0,55.0,152.0,29.0,78.0,25.0,27.0,145.0,49.0,0.36842105,0.0,14.0,0.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,126,"$9,607,500","6' 3""",200 lbs
2019,Matthew Dellavedova,2489716,matthew-dellavedova,PG,CLE,active,48.0,16.916666,1.5625,0.0,0.0,0.0,0.0,0.0,812.0,77.0,75.0,1.6041666,5.875,2.0416667,5.0416665,40.49599838256836,0.9166667,2.7083333,33.84615480899811,0.875,1.0833334,80.76899719238281,3.7708333,1.4166666,282.0,98.0,242.0,44.0,130.0,42.0,52.0,181.0,68.0,0.29166666,0.041666668,14.0,2.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,132,"$9,607,500","6' 3""",200 lbs
2020,Matthew Dellavedova,2489716,matthew-dellavedova,PG,CLE,active,57.0,14.403509,1.3684211,0.0,1.0,0.0,1.0,0.0,821.0,75.0,78.0,1.3157895,3.1052632,1.0877193,3.0701754,35.42900085449219,0.36842105,1.5964912,23.0769231915474,0.5614035,0.64912283,86.48600006103516,3.1578948,1.0350877,177.0,62.0,175.0,21.0,91.0,32.0,37.0,180.0,59.0,0.3508772,0.03508772,20.0,2.0,Point Guard,9/8/1990 (32),Saint Mary's,,"Maryborough, VIC",Sacramento Kings,8th Season,393,"$1,620,564","6' 3""",200 lbs
2014,Cody Zeller,2579258,cody-zeller,C,CHA,active,82.0,17.280487,2.0731707,0.0,0.0,0.0,1.0,0.0,1417.0,353.0,170.0,4.304878,5.97561,2.097561,4.9268293,42.57400131225586,0.0,0.0121951215,0.0,1.7804878,2.4390244,73.0,1.1219512,1.0609756,490.0,172.0,404.0,0.0,1.0,146.0,200.0,92.0,87.0,0.4878049,0.5,40.0,41.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,164,"$4,030,560","6' 11""",240 lbs
2015,Cody Zeller,2579258,cody-zeller,C,CHA,active,62.0,23.983871,2.516129,0.0,1.0,0.0,2.0,0.0,1487.0,362.0,156.0,5.83871,7.612903,2.7741935,6.016129,46.11299896240234,0.016129032,0.016129032,100.0,2.048387,2.6451614,77.43900299072266,1.6129032,1.0,472.0,172.0,373.0,1.0,1.0,127.0,164.0,100.0,62.0,0.5483871,0.7903226,34.0,49.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,169,"$4,204,200","6' 11""",240 lbs
2016,Cody Zeller,2579258,cody-zeller,C,CHA,active,73.0,24.30137,2.7945206,0.0,0.0,0.0,5.0,0.0,1774.0,455.0,204.0,6.232877,8.739726,3.1643836,5.9863014,52.86000061035156,0.01369863,0.1369863,10.000000149011612,2.3972602,3.1780822,75.43099975585938,0.9726027,0.9315069,638.0,231.0,437.0,1.0,10.0,175.0,232.0,71.0,68.0,0.7808219,0.8630137,57.0,63.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,182,"$5,318,313","6' 11""",240 lbs
2017,Cody Zeller,2579258,cody-zeller,C,CHA,active,62.0,27.82258,3.048387,0.0,2.0,0.0,6.0,0.0,1725.0,404.0,189.0,6.516129,10.306452,4.080645,7.145161,57.11100006103516,0.0,0.016129032,0.0,2.1451614,3.1612904,67.85700225830078,1.5967742,1.048387,639.0,253.0,443.0,0.0,1.0,133.0,196.0,99.0,65.0,1.0,0.9354839,62.0,58.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,84,"$13,528,090","6' 11""",240 lbs
2018,Cody Zeller,2579258,cody-zeller,C,CHA,active,33.0,19.0,2.4545455,1.0,0.0,0.0,1.0,0.0,627.0,177.0,81.0,5.3636365,7.060606,2.5757575,4.7272725,54.48699951171875,0.060606062,0.09090909,66.66666865348816,1.8484849,2.5757575,71.76499938964844,0.93939394,1.0,233.0,85.0,156.0,2.0,3.0,61.0,85.0,31.0,33.0,0.42424244,0.6363636,14.0,21.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,84,"$13,528,090","6' 11""",240 lbs
2019,Cody Zeller,2579258,cody-zeller,C,CHA,active,49.0,25.367348,3.3469388,0.0,0.0,0.0,4.0,0.0,1243.0,333.0,164.0,6.7959185,10.142858,3.877551,7.0408163,55.071998596191406,0.12244898,0.4489796,27.272728085517883,2.2653062,2.877551,78.7229995727539,2.0816326,1.2653061,497.0,190.0,345.0,6.0,22.0,111.0,141.0,102.0,62.0,0.7755102,0.8367347,38.0,41.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,87,"$14,471,910","6' 11""",240 lbs
2020,Cody Zeller,2579258,cody-zeller,C,CHA,active,58.0,23.12069,2.413793,0.0,0.0,0.0,10.0,0.0,1341.0,411.0,140.0,7.086207,11.068966,4.327586,8.25862,52.40100097656249,0.31034482,1.2931035,23.9999994635582,2.1034484,3.086207,68.15599822998047,1.5172414,1.2931035,642.0,251.0,479.0,18.0,75.0,122.0,179.0,88.0,75.0,0.6896552,0.43103448,40.0,25.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,76,"$15,415,730","6' 11""",240 lbs
2022,Cody Zeller,2579258,cody-zeller,C,POR,active,27.0,13.148149,2.074074,0.0,0.0,0.0,0.0,0.0,355.0,125.0,56.0,4.6296296,5.185185,1.8888888,3.3333333,56.66699981689454,0.0,0.14814815,0.0,1.4074074,1.8148148,77.5510025024414,0.8148148,0.7037037,140.0,51.0,90.0,0.0,4.0,38.0,49.0,22.0,19.0,0.2962963,0.22222222,8.0,6.0,Center,10/5/1992 (30),Indiana,"2013: Rd 1, Pk 4 (CHA)","Washington, IN",Miami Heat,9th Season,509,"$517,060","6' 11""",240 lbs
2014,Elliot Williams,4294,elliot-williams,SG,PHI,inactive,67.0,17.268656,1.880597,0.0,0.0,0.0,0.0,0.0,1157.0,130.0,126.0,1.9402986,6.029851,2.0895522,5.029851,41.542999267578125,0.5522388,1.8656716,29.600000381469727,1.2985075,1.7761194,73.10900115966797,1.0746269,1.0149254,404.0,140.0,337.0,37.0,125.0,87.0,119.0,72.0,68.0,0.52238804,0.04477612,35.0,3.0,Shooting Guard,6/20/1989,Memphis,"2010: Rd 1, Pk 22 (POR)","Memphis, TN",,,503,"$107,676",,
2015,Elliot Williams,4294,elliot-williams,SG,NO,inactive,13.0,9.153846,0.9230769,0.0,0.0,0.0,0.0,0.0,119.0,8.0,12.0,0.61538464,2.8461537,1.0769231,2.8461537,37.8380012512207,0.61538464,1.3846154,44.44444477558136,0.07692308,0.30769232,25.0,0.9230769,0.30769232,37.0,14.0,37.0,8.0,18.0,1.0,4.0,12.0,4.0,0.30769232,0.0,4.0,0.0,Shooting Guard,6/20/1989,Memphis,"2010: Rd 1, Pk 22 (POR)","Memphis, TN",,,510,"$55,722",,
2016,Elliot Williams,4294,elliot-williams,SG,MEM,inactive,5.0,9.0,0.4,0.0,0.0,0.0,0.0,0.0,45.0,4.0,2.0,0.8,1.6,0.4,2.0,20.0,0.2,0.8,25.0,0.6,0.8,75.0,0.8,0.2,8.0,2.0,10.0,1.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,Shooting Guard,6/20/1989,Memphis,"2010: Rd 1, Pk 22 (POR)","Memphis, TN",,,421,"$980,431",,
2014,Nick Calathes,3969,nick-calathes,SG,MEM,inactive,71.0,16.521128,1.6478873,0.0,1.0,0.0,0.0,0.0,1173.0,137.0,117.0,1.9295775,4.887324,2.0,4.380282,45.65900039672852,0.26760563,0.85915494,31.147539615631104,0.6197183,1.0140845,61.11100006103516,2.915493,1.4225352,347.0,142.0,311.0,19.0,61.0,44.0,72.0,207.0,101.0,0.92957747,0.112676054,66.0,8.0,Shooting Guard,2/7/1989,Florida,"2009: Rd 2, Pk 45 (MIN)","Orlando, FL",,,417,"$816,482",,
2014,Jorge Gutierrez,2327449,jorge-gutierrez,G,BKN,inactive,15.0,16.266666,2.4666667,1.0,0.0,1.0,0.0,0.0,244.0,22.0,37.0,1.4666667,4.133333,1.6666666,3.6,46.29600143432617,0.2,0.8,25.0,0.6,0.8,75.0,2.0,0.93333334,62.0,25.0,54.0,3.0,12.0,9.0,12.0,30.0,14.0,0.6666667,0.06666667,10.0,1.0,Guard,12/27/1988,California,,Mexico,,,506,"$96,056",,
2015,Jorge Gutierrez,2327449,jorge-gutierrez,G,MIL,inactive,20.0,8.75,1.25,0.0,0.0,0.0,0.0,0.0,175.0,25.0,25.0,1.25,2.65,1.1,2.05,53.65900039672852,0.0,0.15,0.0,0.45,0.65,69.23100280761719,1.1,0.6,53.0,22.0,41.0,0.0,3.0,9.0,13.0,22.0,12.0,0.3,0.0,6.0,0.0,Guard,12/27/1988,California,,Mexico,,,499,"$189,455",,
2016,Jorge Gutierrez,2327449,jorge-gutierrez,G,CHA,inactive,12.0,5.25,0.25,0.0,0.0,0.0,0.0,0.0,63.0,7.0,3.0,0.5833333,1.8333334,0.5,0.9166667,54.54499816894531,0.0,0.16666667,0.0,0.8333333,0.9166667,90.90899658203124,1.4166666,0.5,22.0,6.0,11.0,0.0,2.0,10.0,11.0,17.0,6.0,0.25,0.0,3.0,0.0,Guard,12/27/1988,California,,Mexico,,,425,"$980,431",,
2014,Tony Snell,2528353,tony-snell,SF,CHI,inactive,77.0,15.987013,1.0909091,0.0,0.0,0.0,0.0,0.0,1231.0,124.0,84.0,1.6103896,4.4935064,1.6753247,4.3636365,38.39300155639648,0.74025977,2.3116884,32.022473216056824,0.4025974,0.53246754,75.61000061035156,0.8831169,0.5714286,346.0,129.0,336.0,57.0,178.0,31.0,41.0,68.0,44.0,0.37662336,0.19480519,29.0,15.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,298,"$1,472,400",,
2015,Tony Snell,2528353,tony-snell,SF,CHI,inactive,72.0,19.61111,1.1944444,0.0,0.0,0.0,1.0,0.0,1412.0,176.0,86.0,2.4444444,6.0416665,2.2083333,5.1527777,42.85699844360352,1.0138888,2.7361112,37.05583810806274,0.6111111,0.7638889,80.0,0.8611111,0.6666667,435.0,159.0,371.0,73.0,197.0,44.0,55.0,62.0,48.0,0.44444445,0.15277778,32.0,11.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,293,"$1,535,880",,
2016,Tony Snell,2528353,tony-snell,SF,CHI,inactive,64.0,20.328125,1.5625,0.0,0.0,0.0,1.0,0.0,1301.0,199.0,100.0,3.109375,5.28125,1.96875,5.296875,37.167999267578125,0.875,2.421875,36.12903356552124,0.46875,0.515625,90.90899658203124,0.984375,0.8125,338.0,126.0,339.0,56.0,155.0,30.0,33.0,63.0,52.0,0.25,0.265625,16.0,17.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,280,"$2,368,327",,
2017,Tony Snell,2528353,tony-snell,SF,MIL,inactive,80.0,29.2,1.5625,0.0,0.0,0.0,1.0,0.0,2336.0,248.0,125.0,3.1,8.5375,3.075,6.7625,45.47100067138672,1.8,4.4375,40.5633807182312,0.5875,0.725,81.03399658203125,1.2,0.6875,683.0,246.0,541.0,144.0,355.0,47.0,58.0,96.0,55.0,0.6875,0.175,55.0,14.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,110,"$10,607,143",,
2018,Tony Snell,2528353,tony-snell,SF,MIL,inactive,75.0,27.373333,1.5333333,1.0,0.0,0.0,0.0,0.0,2053.0,141.0,115.0,1.88,6.88,2.4666667,5.6666665,43.52899932861328,1.44,3.5733333,40.29850661754608,0.50666666,0.64,79.16699981689453,1.3066666,0.48,516.0,185.0,425.0,108.0,268.0,38.0,48.0,98.0,36.0,0.62666667,0.37333333,47.0,28.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,115,"$10,807,143",,
2019,Tony Snell,2528353,tony-snell,SF,MIL,inactive,74.0,17.621622,1.2162162,0.0,0.0,0.0,0.0,0.0,1304.0,157.0,90.0,2.1216216,6.0,2.2027028,4.8783784,45.152000427246094,1.0945946,2.7567568,39.70588147640228,0.5,0.5675676,88.09500122070312,0.9189189,0.3108108,444.0,163.0,361.0,81.0,204.0,37.0,42.0,68.0,23.0,0.35135135,0.24324325,26.0,18.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,114,"$11,392,857",,
2020,Tony Snell,2528353,tony-snell,SF,DET,inactive,59.0,27.813559,1.7118644,0.0,0.0,0.0,0.0,0.0,1641.0,111.0,101.0,1.8813559,8.033898,2.881356,6.4745765,44.50299835205078,1.7288135,4.3050847,40.15747904777527,0.5423729,0.5423729,100.0,2.1525424,0.5254237,474.0,170.0,382.0,102.0,254.0,32.0,32.0,127.0,31.0,0.5423729,0.2542373,32.0,15.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,109,"$12,178,571",,
2021,Tony Snell,2528353,tony-snell,SF,ATL,inactive,47.0,21.106382,1.5957447,0.0,0.0,0.0,0.0,0.0,992.0,112.0,75.0,2.3829787,5.2978725,1.8723404,3.6382978,51.4620018005371,1.3191489,2.319149,56.880736351013184,0.23404256,0.23404256,100.0,1.2553191,0.44680852,249.0,88.0,171.0,62.0,109.0,11.0,11.0,59.0,21.0,0.27659574,0.23404256,13.0,11.0,Small Forward,11/10/1991,New Mexico,"2013: Rd 1, Pk 20 (CHI)","Riverside, CA",,,417,"$1,669,178",,
2014,Chris Wright,6501,chris-wright,SF,MIL,inactive,8.0,15.75,2.125,0.0,0.0,0.0,0.0,0.0,126.0,20.0,17.0,2.5,6.0,2.625,4.375,60.0,0.0,0.125,0.0,0.75,1.875,40.0,0.625,0.625,48.0,21.0,35.0,0.0,1.0,6.0,15.0,5.0,5.0,0.875,0.625,7.0,5.0,Small Forward,9/30/1988,Dayton,,"Trotwood, OH",,,369,"$915,243",,
2014,Phil Pressey,2530722,phil-pressey,PG,BOS,inactive,75.0,15.093333,1.2933333,0.0,0.0,0.0,2.0,0.0,1132.0,105.0,97.0,1.4,2.84,1.04,3.3733332,30.82999992370605,0.37333333,1.4133333,26.41509473323822,0.38666666,0.6,64.44400024414062,3.2133334,1.16,213.0,78.0,253.0,28.0,106.0,29.0,45.0,241.0,87.0,0.9066667,0.06666667,68.0,5.0,Point Guard,2/17/1991,Missouri,,"Dallas, TX",,,432,"$816,482",,
2015,Phil Pressey,2530722,phil-pressey,PG,BOS,inactive,50.0,12.0,1.08,0.0,0.0,0.0,1.0,0.0,600.0,80.0,54.0,1.6,3.54,1.28,3.48,36.78200149536133,0.32,1.3,24.61538463830948,0.66,0.98,67.34700012207031,2.34,0.82,177.0,64.0,174.0,16.0,65.0,33.0,49.0,117.0,41.0,0.6,0.12,30.0,6.0,Point Guard,2/17/1991,Missouri,,"Dallas, TX",,,509,"$55,722",,
2016,Phil Pressey,2530722,phil-pressey,PG,PHX,inactive,23.0,12.304348,1.2173913,0.0,0.0,0.0,0.0,0.0,283.0,31.0,28.0,1.3478261,3.347826,1.3043479,3.3913043,38.46200180053711,0.17391305,0.7826087,22.22222238779068,0.5652174,1.0869565,52.0,3.2608695,1.4347826,77.0,30.0,78.0,4.0,18.0,13.0,25.0,75.0,33.0,0.7826087,0.17391305,18.0,4.0,Point Guard,2/17/1991,Missouri,,"Dallas, TX",,,418,"$980,431",,
2014,Troy Daniels,2489530,troy-daniels,G,HOU,inactive,5.0,15.0,1.2,0.0,0.0,0.0,0.0,0.0,75.0,4.0,6.0,0.8,8.4,3.0,6.2,48.387001037597656,2.4,5.0,47.9999989271164,0.0,0.0,0.0,1.0,0.6,42.0,15.0,31.0,12.0,25.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,437,"$816,482",,
2015,Troy Daniels,2489530,troy-daniels,G,CHA,inactive,47.0,8.446809,0.85106385,0.0,0.0,0.0,0.0,0.0,397.0,33.0,40.0,0.70212764,3.744681,1.2978723,3.5106382,36.970001220703125,0.9148936,2.5106382,36.44067943096161,0.23404256,0.27659574,84.61499786376953,0.4680851,0.42553192,176.0,61.0,165.0,43.0,118.0,11.0,13.0,22.0,20.0,0.12765957,0.021276595,6.0,1.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,394,"$947,276",,
2016,Troy Daniels,2489530,troy-daniels,G,CHA,inactive,43.0,11.069767,0.9302326,0.0,0.0,0.0,0.0,0.0,476.0,57.0,40.0,1.3255814,5.627907,2.0697675,4.3488374,47.59400177001953,1.3720931,2.8372092,48.36065471172333,0.11627907,0.20930232,55.555999755859375,0.4883721,0.55813956,242.0,89.0,187.0,59.0,122.0,5.0,9.0,21.0,24.0,0.25581396,0.069767445,11.0,3.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,241,"$3,332,940",,
2017,Troy Daniels,2489530,troy-daniels,G,MEM,inactive,67.0,17.656717,1.3432835,0.0,1.0,1.0,0.0,0.0,1183.0,100.0,90.0,1.4925373,8.223881,2.761194,7.3880596,37.374000549316406,2.0597014,5.2985077,38.87324035167694,0.64179105,0.80597013,79.62999725341797,0.6865672,0.67164177,551.0,185.0,495.0,138.0,355.0,43.0,54.0,46.0,45.0,0.29850745,0.05970149,20.0,4.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,239,"$3,408,520",,
2018,Troy Daniels,2489530,troy-daniels,G,PHX,inactive,79.0,20.518988,1.7341772,0.0,1.0,0.0,0.0,0.0,1621.0,127.0,137.0,1.607595,8.898734,2.936709,7.278481,40.34799957275391,2.3164556,5.797468,39.95633125305176,0.70886075,0.8101266,87.5,0.6075949,0.70886075,703.0,232.0,575.0,183.0,458.0,56.0,64.0,48.0,56.0,0.32911393,0.06329114,26.0,5.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,245,"$3,258,539",,
2019,Troy Daniels,2489530,troy-daniels,G,PHX,inactive,51.0,14.90196,1.5490196,0.0,0.0,0.0,0.0,0.0,760.0,73.0,79.0,1.4313725,6.2352943,2.2156863,5.392157,41.09099960327149,1.4509804,3.8039215,38.14432919025421,0.3529412,0.4509804,78.26100158691406,0.50980395,0.5294118,318.0,113.0,275.0,74.0,194.0,18.0,23.0,26.0,27.0,0.50980395,0.09803922,26.0,5.0,Guard,7/15/1991,VCU,,"Roanoke, VA",,,515,"$384,541",,
2014,Steven Adams,2991235,steven-adams,C,OKC,active,81.0,14.777778,2.506173,1.0,1.0,0.0,1.0,0.0,1197.0,332.0,203.0,4.0987654,3.271605,1.1481482,2.2839506,50.27000045776367,0.0,0.0,0.0,0.97530866,1.6790123,58.0880012512207,0.5308642,0.8765432,265.0,93.0,185.0,0.0,0.0,79.0,136.0,43.0,71.0,0.49382716,0.7037037,40.0,57.0,Center,7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)","Rotorua, New Zealand",Memphis Grizzlies,9th Season,253,"$2,184,960","6' 11""",265 lbs
2015,Steven Adams,2991235,steven-adams,C,OKC,active,70.0,25.3,3.1714287,0.0,4.0,0.0,10.0,0.0,1771.0,523.0,222.0,7.4714284,7.6714287,3.1,5.7,54.38600158691407,0.0,0.028571429,0.0,1.4714285,2.9285715,50.24399948120117,0.94285715,1.4142857,537.0,217.0,399.0,0.0,2.0,103.0,205.0,66.0,99.0,0.54285717,1.2285714,38.0,86.0,Center,7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)","Rotorua, New Zealand",Memphis Grizzlies,9th Season,250,"$2,279,040","6' 11""",265 lbs
2016,Steven Adams,2991235,steven-adams,C,OKC,active,80.0,25.175,2.7875,0.0,2.0,0.0,6.0,0.0,2014.0,533.0,223.0,6.6625,7.95,3.2625,5.325,61.26800155639649,0.0,0.0,0.0,1.425,2.45,58.16299819946289,0.775,1.05,636.0,261.0,426.0,0.0,0.0,114.0,196.0,62.0,84.0,0.525,1.1125,42.0,89.0,Center,7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)","Rotorua, New Zealand",Memphis Grizzlies,9th Season,247,"$3,140,517","6' 11""",265 lbs
2017,Steven Adams,2991235,steven-adams,C,OKC,active,80.0,29.8625,2.4375,0.0,5.0,0.0,16.0,0.0,2389.0,612.0,195.0,7.65,11.3125,4.675,8.1875,57.0989990234375,0.0,0.0125,0.0,1.9625,3.2125,61.0890007019043,1.075,1.825,905.0,374.0,655.0,0.0,1.0,157.0,257.0,86.0,146.0,1.1125,0.975,89.0,78.0,Center,7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)","Rotorua, New Zealand",Memphis Grizzlies,9th Season,31,"$22,471,910","6' 11""",265 lbs
2018,Steven Adams,2991235,steven-adams,C,OKC,active,76.0,32.723682,2.8289473,0.0,9.0,0.0,28.0,0.0,2487.0,685.0,215.0,9.013158,13.894737,5.894737,9.368421,62.92100143432617,0.0,0.02631579,0.0,2.1052632,3.7631578,55.94400024414063,1.1578947,1.6710526,1056.0,448.0,712.0,0.0,2.0,160.0,286.0,88.0,127.0,1.2105263,1.0263158,92.0,78.0,Center,7/20/1993 (29),Pitt,"2013: Rd 1, Pk 12 (OKC)","Rotorua, New Zealand",Memphis Grizzlies,9th Season,26,"$24,157,303","6' 11""",265 lbs
